time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1950-02-25T09:51:41.240Z,27.792,130.412,25,6.31,mw,,,,,iscgem,iscgem895256,2022-04-26T18:23:58.495Z,"111 km SE of Naze, Japan",earthquake,,5.8,0.2,,reviewed,iscgem,iscgem
1950-02-25T05:47:12.570Z,45.708,99.024,15,6.08,mw,,,,,iscgem,iscgem895255,2022-04-26T18:23:53.106Z,"142 km WSW of Bayanhongor, Mongolia",earthquake,,25,0.39,,reviewed,iscgem,iscgem
1950-02-18T05:04:30.140Z,-32.847,-111.138,15,5.84,mw,,,,,iscgem,iscgem895232,2022-04-26T18:23:51.565Z,"southern East Pacific Rise",earthquake,,25,0.56,,reviewed,iscgem,iscgem
1950-02-17T03:47:23.700Z,13.66,-90.893,55,5.81,mw,,,,,iscgem,iscgem895230,2022-04-26T18:23:50.164Z,"30 km SSW of Puerto San José, Guatemala",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1950-02-12T22:14:58.840Z,-19.017,177.906,20,6.35,mw,,,,,iscgem,iscgem895218,2022-04-26T18:23:48.332Z,"112 km SSW of Suva, Fiji",earthquake,,3.8,0.41,,reviewed,iscgem,iscgem
1950-02-11T01:22:10.020Z,-43.089,41.549,15,6.07,mw,,,,,iscgem,iscgem895214,2022-04-26T18:23:46.673Z,"Prince Edward Islands region",earthquake,,25,0.21,,reviewed,iscgem,iscgem
1950-02-08T18:19:52.390Z,46.676,-27.469,15,5.7,mw,,,,,iscgem,iscgem895206,2022-04-26T18:23:40.087Z,"northern Mid-Atlantic Ridge",earthquake,,0.9,0.34,,reviewed,iscgem,iscgem
1950-02-07T10:37:29.240Z,45.949,151.59,35,5.94,mw,,,,,iscgem,iscgem895202,2022-04-26T18:23:38.377Z,"Kuril Islands",earthquake,,12.6,0.55,,reviewed,iscgem,iscgem
1950-02-05T01:23:38.200Z,-49.015,164.359,15,6.44,mw,,,,,iscgem,iscgem895193,2022-04-26T18:23:36.443Z,"Auckland Islands, New Zealand region",earthquake,,8.5,0.3,,reviewed,iscgem,iscgem
1950-02-03T13:03:57.020Z,22.21,100.174,15,5.79,mw,,,,,iscgem,iscgem895186,2022-04-26T18:23:30.626Z,"62 km WNW of Jinghong, China",earthquake,,25,0.59,,reviewed,iscgem,iscgem
