time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1946-02-24T09:29:03.630Z,0.475,120.332,35,6.11,mw,,,,,iscgem,iscgem898262,2022-04-26T18:53:50.649Z,"161 km NNE of Palu, Indonesia",earthquake,,23.1,0.44,,reviewed,iscgem,iscgem
1946-02-21T15:43:07.760Z,38.209,31.873,15,5.78,mw,,,,,iscgem,iscgem898259,2022-04-26T18:53:49.402Z,"8 km SSW of Ilg?n, Turkey",earthquake,,5.8,0.22,,reviewed,iscgem,iscgem
1946-02-20T03:41:56.390Z,17.899,122.261,35,6.4,mw,,,,,iscgem,iscgem898257,2022-04-26T18:53:43.822Z,"36 km E of Awallan, Philippines",earthquake,,8.1,0.33,,reviewed,iscgem,iscgem
1946-02-19T18:55:24.530Z,35.007,89.085,15,6.03,mw,,,,,iscgem,iscgem898256,2022-04-26T18:53:37.443Z,"western Xizang",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1946-02-12T02:43:25.350Z,35.599,4.807,15,5.91,mw,,,,,iscgem,iscgem898245,2022-04-26T18:53:31.013Z,"26 km ESE of M’Sila, Algeria",earthquake,,4.6,0.48,,reviewed,iscgem,iscgem
1946-02-05T19:34:53.410Z,20.154,94.477,15,5.63,mw,,,,,iscgem,iscgem898238,2022-04-26T18:53:25.436Z,"41 km W of Minbu, Myanmar",earthquake,,25,0.22,,reviewed,iscgem,iscgem
1946-01-26T06:37:02.160Z,24.445,98.133,15,6.08,mw,,,,,iscgem,iscgem898231,2022-04-26T18:53:20.255Z,"93 km ENE of Bhamo, Myanmar",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1946-01-26T02:30:05.360Z,28.02,141.908,35,5.96,mw,,,,,iscgem,iscgem898229,2022-04-26T18:53:15.139Z,"Bonin Islands, Japan region",earthquake,,5.2,0.46,,reviewed,iscgem,iscgem
1946-01-25T17:31:49.630Z,46.499,7.644,10,6.15,mw,,,,,iscgem,iscgem898227,2022-04-26T18:53:13.776Z,"2 km WNW of Kandersteg, Switzerland",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1946-01-24T06:18:52.710Z,2.16,121.628,15,5.93,mw,,,,,iscgem,iscgem898225,2022-04-26T18:53:08.170Z,"240 km NW of Gorontalo, Indonesia",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1946-01-21T11:25:27.350Z,41.24,33.971,15,5.42,mw,,,,,iscgemsup,iscgemsup898223,2022-05-09T15:54:09.809Z,"22 km SE of Kastamonu, Turkey",earthquake,,5,0.6,,reviewed,iscgemsup,iscgemsup
1946-01-20T16:54:28.020Z,-15.939,167.594,35,6.25,mw,,,,,iscgem,iscgem898221,2022-04-26T18:53:06.689Z,"25 km ENE of Norsup, Vanuatu",earthquake,,16.4,0.2,,reviewed,iscgem,iscgem
1946-01-15T22:31:56.000Z,40.5,-117.25,,5.1,uk,,,,,ushis,ushis1516,2018-06-04T20:43:44.000Z,"31 km WSW of Battle Mountain, Nevada",earthquake,,,,,reviewed,ushis,sjg
1946-01-12T20:25:40.010Z,59.322,-148.75,20,6.45,mw,,,,,iscgem,iscgem898216,2022-04-26T18:53:05.456Z,"92 km SSE of Lowell Point, Alaska",earthquake,,3.6,0.3,,reviewed,iscgem,iscgem
1946-01-11T01:33:31.570Z,44.639,130.154,581.2,6.8,mw,,,,,iscgem,iscgem898214,2022-04-26T18:52:59.791Z,"40 km ESE of Chaihe, China",earthquake,,6.6,0.2,,reviewed,iscgem,iscgem
1946-01-08T18:54:19.630Z,33.1111667,-116.0008333,6,5.33,ml,5,310,1.082,0.72,ci,ci3360124,2022-05-09T15:53:53.489Z,"13km ESE of Ocotillo Wells, CA",earthquake,5.31,31.61,0.211,11,reviewed,ci,ci
1946-01-07T06:14:05.820Z,1.429,121.385,35,6.19,mw,,,,,iscgem,iscgem898211,2022-04-26T18:52:58.758Z,"211 km WNW of Gorontalo, Indonesia",earthquake,,25,0.34,,reviewed,iscgem,iscgem
1946-01-05T19:57:26.200Z,-15.691,167.47,35,7.07,mw,,,,,iscgem,iscgem898209,2022-04-26T18:52:57.856Z,"38 km ESE of Luganville, Vanuatu",earthquake,,5.1,0.61,,reviewed,iscgem,iscgem
1945-12-30T00:48:40.800Z,-6.156,150.914,35,6.28,mw,,,,,iscgem,iscgem899249,2022-04-26T19:04:53.278Z,"108 km SE of Kimbe, Papua New Guinea",earthquake,,14.8,0.2,,reviewed,iscgem,iscgem
1945-12-29T09:50:46.050Z,-5.643,151.025,35,6.2,mw,,,,,iscgem,iscgem899247,2022-04-26T19:04:51.686Z,"98 km E of Kimbe, Papua New Guinea",earthquake,,28.3,0.22,,reviewed,iscgem,iscgem
1945-12-28T17:48:57.690Z,-5.826,150.043,60,7.46,mw,,,,,iscgem,iscgem899246,2022-04-26T19:04:46.061Z,"32 km SSW of Kimbe, Papua New Guinea",earthquake,,12,0.39,,reviewed,iscgem,iscgem
1945-12-27T04:41:10.660Z,-5.989,150.192,55,6.92,mw,,,,,iscgem,iscgem899245,2022-04-26T19:04:40.663Z,"48 km S of Kimbe, Papua New Guinea",earthquake,,12,0.49,,reviewed,iscgem,iscgem
1945-12-25T01:25:54.530Z,52.405,174.88,35,6.18,mw,,,,,iscgem,iscgem899242,2022-04-26T19:04:35.908Z,"124 km ESE of Attu Station, Alaska",earthquake,,25,0.29,,reviewed,iscgem,iscgem
1945-12-23T08:10:00.870Z,10.328,-62.201,35,6.33,mw,,,,,iscgem,iscgem899241,2022-04-26T19:04:34.177Z,"29 km SSE of Güiria, Venezuela",earthquake,,25.9,0.3,,reviewed,iscgem,iscgem
